areas,bathrooms,bedrooms,r$_pmo,coord,class
60.0,1.0,2.0,1250,"(-23.005536, -43.428404)",0.0
78.0,2.0,2.0,1600,"(-22.9315642, -43.2425412)",0.0
171.0,,4.0,2650,"(-23.0066417, -43.4845412)",0.0
664.0,,5.0,19000,"(-23.014923800000002, -43.407209)",0.0
73.0,2.0,2.0,2600,"(-22.9323641, -43.1821872)",0.0
40.0,1.0,1.0,650,"(-22.8966961, -43.3055126)",0.0
340.0,1.0,3.0,22000,"(-22.9862375, -43.209178200000004)",0.0
220.0,3.0,3.0,19900,"(-22.9877577, -43.2286995)",0.0
90.0,2.0,3.0,3300,"(-22.983158399999997, -43.2050161)",0.0
55.0,1.0,1.0,2989,"(-22.9913592, -43.2675329)",0.0
70.0,1.0,3.0,900,"(-22.8936484, -43.2761179)",0.0
70.0,1.0,2.0,1000,"(-22.9149224, -43.3681271)",0.0
50.0,1.0,2.0,800,"(-22.9058008, -43.310105799999995)",0.0
125.0,2.0,3.0,4500,"(-22.97579330000001, -43.1912304)",0.0
54.0,1.0,2.0,1100,"(-22.844502600000002, -43.299915999999996)",0.0
130.0,3.0,3.0,2500,"(-22.9857245, -43.19650410000001)",0.0
82.0,2.0,2.0,3500,"(-22.9685405, -43.18852639999999)",0.0
40.0,1.0,1.0,1000,"(-22.817306600000002, -43.1782974)",0.0
135.0,3.0,3.0,4900,"(-22.9767729, -43.1973679)",0.0
60.0,1.0,2.0,800,"(-22.9183909, -43.3971464)",1.0
74.0,2.0,2.0,1200,"(-22.9279379, -43.236188)",0.0
65.0,,2.0,1950,"(-22.930774600000003, -43.1868679)",0.0
65.0,1.0,2.0,1600,"(-22.929084500000002, -43.25348579999999)",0.0
75.0,2.0,2.0,1050,"(-22.9665038, -43.371319299999996)",0.0
67.0,1.0,1.0,1900,"(-23.014923800000002, -43.407209)",0.0
250.0,3.0,4.0,10000,"(-22.9434938, -43.1613911)",0.0
83.0,2.0,2.0,1100,"(-22.928988, -43.3534191)",1.0
75.0,,2.0,3000,"(-22.955022800000002, -43.1998851)",0.0
48.0,1.0,2.0,1200,"(-22.964776399999998, -43.40202539999999)",0.0
90.0,2.0,3.0,2100,"(-22.8110599, -43.1956299)",0.0
91.0,3.0,3.0,2400,"(-22.9729585, -43.3822057)",0.0
110.0,3.0,3.0,4000,"(-22.9535105, -43.181536799999996)",0.0
68.0,1.0,1.0,1400,"(-22.9240387, -43.234421399999995)",0.0
104.0,3.0,3.0,2500,"(-22.931799800000004, -43.2442237)",0.0
63.0,2.0,2.0,1500,"(-23.0063466, -43.4358159)",0.0
67.0,2.0,2.0,1600,"(-22.977708399999997, -43.4172388)",0.0
310.0,,4.0,28000,"(-22.9803652, -43.2139765)",0.0
50.0,1.0,1.0,1900,"(-23.014923800000002, -43.407209)",0.0
103.0,1.0,2.0,1800,"(-22.922873100000004, -43.227312100000006)",0.0
58.0,2.0,1.0,2250,"(-22.9376678, -43.1750188)",0.0
50.0,1.0,2.0,1000,"(-22.9077385, -43.2887029)",0.0
72.0,2.0,2.0,1500,"(-22.9997404, -43.3659929)",0.0
78.0,2.0,2.0,1200,"(-22.9077385, -43.2887029)",0.0
100.0,3.0,3.0,1950,"(-23.027836100000002, -43.4690364)",1.0
159.0,3.0,3.0,4800,"(-22.9349348, -43.1749799)",0.0
84.0,1.0,2.0,2100,"(-23.0048388, -43.366279799999994)",0.0
101.0,3.0,3.0,5000,"(-22.9533486, -43.189868)",0.0
75.0,3.0,2.0,2000,"(-23.013892000000002, -43.4634254)",0.0
75.0,2.0,3.0,1500,"(-22.8825033, -43.301931)",0.0
70.0,1.0,3.0,750,"(-22.880412600000003, -43.2836702)",0.0
98.0,1.0,1.0,1000,"(-22.894687899999997, -43.267554600000004)",0.0
75.0,2.0,2.0,2000,"(-22.9279379, -43.236188)",0.0
36.0,,1.0,600,"(-23.0014917, -43.6321467)",0.0
80.0,1.0,2.0,1450,"(-22.942635, -43.3336261)",0.0
170.0,3.0,3.0,6500,"(-22.98327260000001, -43.202763)",0.0
95.0,3.0,3.0,3150,"(-22.9557844, -43.1779417)",0.0
68.0,2.0,2.0,1200,"(-22.8997237, -43.285844899999994)",0.0
84.0,2.0,2.0,3600,"(-22.9805083, -43.213479299999996)",0.0
66.0,1.0,2.0,1800,"(-22.97579330000001, -43.1912304)",0.0
100.0,3.0,3.0,3100,"(-22.924047, -43.23641660000001)",0.0
180.0,4.0,4.0,7000,"(-23.014923800000002, -43.407209)",0.0
28.0,1.0,1.0,650,"(-19.9848225, -43.8443784)",0.0
100.0,2.0,3.0,2500,"(-22.9376678, -43.1750188)",0.0
70.0,1.0,2.0,2800,"(-22.9662234, -43.382768799999994)",0.0
87.0,3.0,3.0,2600,"(-23.021379, -43.485306)",0.0
380.0,4.0,3.0,25000,"(-22.9803652, -43.2139765)",0.0
50.0,1.0,2.0,800,"(-22.886248100000003, -43.306259399999995)",0.0
90.0,1.0,3.0,1800,"(-22.9279379, -43.236188)",0.0
30.0,1.0,1.0,1400,"(-22.9628638, -43.1699883)",0.0
120.0,3.0,3.0,1800,"(-23.0185151, -43.4634021)",0.0
97.0,2.0,1.0,8000,"(-22.9855992, -43.1969718)",0.0
50.0,1.0,2.0,1200,"(-22.9077385, -43.2887029)",0.0
84.0,3.0,2.0,2900,"(-22.9777288, -43.224804999999996)",0.0
58.0,,2.0,2200,"(-22.919845000000002, -43.17533529999999)",0.0
75.0,2.0,2.0,1350,"(-22.88769, -43.354167600000004)",1.0
102.0,1.0,3.0,2200,"(-23.0185151, -43.4634021)",0.0
65.0,2.0,2.0,4500,"(-22.9819833, -43.206933)",0.0
60.0,2.0,2.0,1500,"(-22.9251523, -43.3478346)",0.0
56.0,2.0,2.0,1400,"(-22.969351, -43.4257664)",0.0
70.0,,2.0,1300,"(-22.94624115, -43.557178065955135)",0.0
55.0,1.0,1.0,2100,"(-22.9859524, -43.1911156)",0.0
104.0,3.0,2.0,2200,"(-23.011040700000002, -43.446195)",0.0
98.0,3.0,2.0,1200,"(-22.9380848, -43.342701)",0.0
63.0,2.0,3.0,1500,"(-22.969351, -43.4257664)",0.0
80.0,3.0,2.0,2700,"(-22.9624017, -43.2182329)",0.0
70.0,3.0,3.0,1600,"(-22.9665038, -43.371319299999996)",0.0
103.0,3.0,3.0,2500,"(-22.9215236, -43.248205299999995)",0.0
42.0,1.0,1.0,1800,"(-22.9202866, -43.1815614)",1.0
52.0,1.0,1.0,1800,"(-22.9293303, -43.233988399999994)",0.0
80.0,2.0,2.0,1200,"(-22.847448800000002, -43.2657271)",0.0
75.0,2.0,2.0,1074,"(-22.907092199999997, -43.379624799999995)",0.0
92.0,2.0,2.0,1600,"(-22.7940287, -43.1837434)",0.0
56.0,2.0,2.0,2600,"(-22.921514300000002, -43.2410925)",0.0
200.0,3.0,3.0,2200,"(-22.923876500000002, -43.353021999999996)",0.0
67.0,2.0,3.0,850,"(-22.928988, -43.3534191)",1.0
85.0,3.0,2.0,3200,"(-22.9335525, -43.1829814)",0.0
41.0,1.0,1.0,2000,"(-22.934022100000004, -43.176146)",0.0
63.0,2.0,2.0,2050,"(-22.9332164, -43.2381453)",0.0
88.0,3.0,2.0,1700,"(-23.0185151, -43.4634021)",0.0
70.0,2.0,2.0,1200,"(-22.90050260000001, -43.2976489)",0.0
75.0,2.0,3.0,1350,"(-22.923876500000002, -43.353021999999996)",0.0
72.0,,2.0,2200,"(-22.9219495, -43.2345965)",0.0
70.0,2.0,2.0,1700,"(-22.9159421, -43.23091270000001)",0.0
86.0,2.0,2.0,1250,"(-22.8490188, -43.2703424)",0.0
75.0,2.0,2.0,1400,"(-22.9375718, -43.3373098)",0.0
197.0,,3.0,6200,"(-22.999740399999997, -43.3659929)",0.0
32.0,1.0,1.0,1500,"(-22.9323641, -43.1821872)",0.0
160.0,3.0,3.0,9000,"(-22.98459200000001, -43.2241076)",0.0
85.0,,2.0,1600,"(-23.014309, -43.45027260000001)",0.0
60.0,1.0,2.0,2000,"(-22.9654545, -43.18084520000001)",0.0
108.0,3.0,3.0,800,"(-22.9251523, -43.3478346)",0.0
240.0,,3.0,2250,"(-23.0185151, -43.4634021)",0.0
88.0,3.0,2.0,1800,"(-22.921514300000002, -43.2410925)",0.0
250.0,,4.0,26000,"(-22.9862375, -43.209178200000004)",0.0
74.0,1.0,2.0,1000,"(-22.8929679, -43.2788216)",0.0
69.0,3.0,2.0,1600,"(-22.99218560000001, -43.421174)",0.0
40.0,1.0,1.0,1200,"(-22.89944980000001, -43.2786542)",0.0
108.0,5.0,3.0,5970,"(-22.94884465, -43.179829096252966)",0.0
70.0,2.0,2.0,1600,"(-23.018515100000002, -43.4634021)",0.0
180.0,1.0,2.0,1500,"(-22.9248493, -43.3596031)",0.0
67.0,2.0,2.0,1650,"(-22.9115444, -43.1910305)",0.0
35.0,1.0,1.0,700,"(-22.928988, -43.353419099999996)",1.0
70.0,1.0,2.0,1000,"(-22.857947, -43.2536341)",0.0
65.0,2.0,2.0,2400,"(-22.9641285, -43.2174013)",0.0
59.0,1.0,1.0,950,"(-22.8997237, -43.285844899999994)",0.0
93.0,,2.0,3000,"(-23.000417300000002, -43.332459)",0.0
70.0,4.0,3.0,1600,"(-22.9165104, -43.3788967)",0.0
312.0,5.0,4.0,50000,"(-22.9862375, -43.209178200000004)",0.0
47.0,2.0,1.0,3400,"(-22.961779699999997, -43.2185343)",0.0
88.0,2.0,2.0,2200,"(-22.9454241, -43.18079099640421)",0.0
37.0,2.0,1.0,700,"(-19.9848225, -43.8443784)",0.0
168.0,2.0,3.0,13200,"(-22.9865648, -43.2324401)",0.0
50.0,1.0,1.0,1000,"(-5.1925915, -37.3476771)",0.0
48.0,1.0,2.0,1100,"(-22.9026425, -43.2817263)",0.0
87.0,3.0,2.0,2200,"(-23.020068300000002, -43.4642256)",0.0
110.0,3.0,2.0,5200,"(-23.014923800000002, -43.407209)",0.0
69.0,2.0,2.0,3000,"(-22.968132699999998, -43.1830609)",0.0
67.0,1.0,2.0,1650,"(-22.9709611, -43.395351399999996)",0.0
98.0,3.0,3.0,5500,"(-22.981271300000003, -43.2004164)",0.0
78.0,3.0,3.0,2100,"(-22.9408899, -43.3422564)",1.0
71.0,1.0,2.0,2500,"(-22.9770236, -43.230294)",0.0
120.0,3.0,2.0,3650,"(-22.9663701, -43.1901344)",0.0
88.0,2.0,1.0,2750,"(-23.018515100000002, -43.4634021)",0.0
200.0,4.0,3.0,3500,"(-23.0138747, -43.4472612)",0.0
40.0,1.0,1.0,700,"(-22.869865100000002, -43.2649184)",0.0
230.0,5.0,3.0,17000,"(-22.9766415, -43.188297)",0.0
125.0,1.0,3.0,4200,"(-22.9832566, -43.2265394)",0.0
46.0,1.0,1.0,1700,"(-22.9104023, -43.1840864)",0.0
25.0,1.0,1.0,600,"(-22.873999, -43.2613682)",0.0
59.0,1.0,2.0,1200,"(-22.9210288, -43.2609171)",0.0
65.0,1.0,1.0,1800,"(-22.9173799, -43.18917929999999)",0.0
850.0,7.0,5.0,32000,"(-22.989371600000002, -43.2275833)",0.0
114.0,3.0,3.0,1950,"(-22.9121741, -43.2460158)",0.0
110.0,4.0,2.0,7000,"(-22.9862375, -43.209178200000004)",0.0
86.0,3.0,2.0,1600,"(-23.014309, -43.45027260000001)",0.0
40.0,1.0,1.0,1200,"(-22.9690461, -43.18946629999999)",0.0
34.0,1.0,1.0,1400,"(-23.014923800000002, -43.407209)",0.0
100.0,4.0,2.0,3700,"(-22.9393527, -43.1745967)",0.0
81.0,1.0,2.0,1850,"(-22.9382421, -43.3327874)",0.0
70.0,2.0,2.0,3000,"(-22.9500463, -43.191054799999996)",0.0
67.0,2.0,2.0,1000,"(-22.937072600000004, -43.3354416)",0.0
96.0,3.0,3.0,2000,"(-22.8121859, -43.207857399999995)",0.0
255.0,5.0,4.0,15000,"(-22.9865648, -43.2324401)",0.0
65.0,1.0,3.0,750,"(-22.9383865, -43.3691072)",0.0
87.0,2.0,3.0,1900,"(-23.01745, -43.4826994)",0.0
91.0,2.0,2.0,1300,"(-22.8049732, -43.219866107721046)",0.0
212.0,4.0,3.0,3700,"(-22.9282465, -43.170790419174786)",0.0
130.0,2.0,3.0,2190,"(-23.014309, -43.45027260000001)",0.0
75.0,1.0,2.0,1700,"(-23.0063466, -43.4358159)",0.0
140.0,3.0,3.0,3100,"(-23.014923800000002, -43.407209)",0.0
164.0,1.0,4.0,10000,"(-22.9454241, -43.18079099640421)",0.0
75.0,2.0,2.0,2000,"(-22.953016899999998, -43.1885829)",0.0
163.0,2.0,3.0,7500,"(-22.9813398, -43.20901170000001)",0.0
43.0,1.0,1.0,2100,"(-22.9312548, -43.1766407)",0.0
168.0,2.0,3.0,4500,"(-23.0080982, -43.3146633)",0.0
51.0,1.0,2.0,800,"(-22.869601, -43.3410262)",0.0
75.0,1.0,3.0,1300,"(-5.8121386, -35.82343570000001)",0.0
90.0,3.0,2.0,1600,"(-23.0217033, -43.4559279)",0.0
212.0,2.0,4.0,9000,"(-22.9719642, -43.1843432)",0.0
115.0,3.0,2.0,6000,"(-23.014923800000002, -43.407209)",0.0
50.0,1.0,1.0,900,"(-22.85035055, -43.24856791136922)",1.0
166.0,4.0,4.0,4000,"(-22.99567810000001, -43.25543070000001)",0.0
354.0,2.0,4.0,9500,"(-22.9766415, -43.188297)",0.0
62.0,1.0,2.0,1150,"(-22.9195247, -43.2615033)",0.0
316.0,,4.0,17000,"(-22.98698730000001, -43.1909986)",0.0
100.0,2.0,2.0,3500,"(-22.9631893, -43.2225979)",0.0
91.0,2.0,3.0,1850,"(-23.0066417, -43.4845412)",0.0
410.0,3.0,3.0,29000,"(-22.9839557, -43.202216299999996)",0.0
45.0,1.0,1.0,1100,"(-22.9818187, -43.4578117)",0.0
190.0,1.0,3.0,3000,"(-22.9382421, -43.3327874)",0.0
118.0,3.0,2.0,1700,"(-22.93394695, -43.33649233654077)",0.0
50.0,1.0,1.0,6500,"(-22.9837378, -43.21888660000001)",0.0
78.0,2.0,3.0,1900,"(-22.9997404, -43.3659929)",0.0
110.0,4.0,3.0,5297,"(-22.94597030000001, -43.18828720000001)",0.0
65.0,2.0,2.0,1640,"(-22.968515300000004, -43.1850961)",0.0
100.0,2.0,2.0,2150,"(-23.016643600000002, -43.4687359)",0.0
90.0,2.0,2.0,3000,"(-22.943613199999998, -43.185880499999996)",0.0
139.0,2.0,2.0,1900,"(-23.0147819, -43.4610052)",0.0
48.0,1.0,2.0,500,"(-22.900933600000002, -43.349234100000004)",0.0
100.0,2.0,3.0,2600,"(-23.004016800000002, -43.3247702)",0.0
90.0,1.0,2.0,1600,"(-23.0217927, -43.4621779)",0.0
76.0,2.0,2.0,3800,"(-22.981271300000003, -43.2004164)",0.0
56.0,1.0,2.0,1500,"(-15.5078459, -41.2352684)",0.0
43.0,,2.0,550,"(-22.9191815, -43.6155325)",1.0
67.0,2.0,2.0,2400,"(-22.9612316, -43.191196399999995)",0.0
90.0,2.0,3.0,2200,"(-22.9709611, -43.395351399999996)",0.0
52.0,2.0,2.0,1100,"(-22.9312854, -43.36198529999999)",0.0
85.0,,2.0,3000,"(-22.919272199999998, -43.2329841)",0.0
85.0,3.0,3.0,2440,"(-23.0048388, -43.366279799999994)",0.0
60.0,1.0,2.0,700,"(-22.9056436, -43.3157305)",0.0
60.0,2.0,2.0,1000,"(-22.917662399999998, -43.24595770000001)",0.0
109.0,3.0,3.0,2280,"(-22.929602499999998, -43.2320169)",0.0
70.0,2.0,2.0,1840,"(-23.02456260000001, -43.4864974)",0.0
70.0,1.0,3.0,1300,"(-22.9009341, -43.2865096)",0.0
70.0,3.0,2.0,1300,"(-22.926018799999998, -43.3641498)",0.0
50.0,1.0,2.0,1200,"(-22.9301996, -43.3938251)",0.0
100.0,2.0,3.0,4500,"(-22.984338600000005, -43.2328045)",0.0
87.0,1.0,3.0,2000,"(-22.9226546, -43.2311464)",0.0
60.0,1.0,2.0,900,"(-22.9146535, -43.2730282)",1.0
76.0,1.0,2.0,2300,"(-22.9202866, -43.1815614)",1.0
65.0,1.0,2.0,1380,"(-22.9026425, -43.281726299999995)",0.0
73.0,3.0,2.0,1650,"(-22.8650152, -43.362670200000004)",0.0
110.0,2.0,3.0,1500,"(-22.8355116, -43.3182064)",0.0
120.0,3.0,3.0,1500,"(-22.881858800000003, -43.3709908)",0.0
169.0,3.0,3.0,16000,"(-22.98679, -43.2200859)",0.0
102.0,3.0,3.0,2800,"(-22.9435521, -43.1853684)",0.0
150.0,3.0,2.0,8500,"(-22.9837378, -43.21888660000001)",0.0
70.0,1.0,2.0,1250,"(-22.9280511, -43.5727909)",0.0
38.0,1.0,1.0,1200,"(-22.9243928, -43.373984899999996)",0.0
70.0,2.0,3.0,2100,"(-22.957320899999996, -43.3434716)",1.0
80.0,2.0,3.0,800,"(-22.899549399999998, -43.2808274)",0.0
115.0,2.0,3.0,2500,"(-22.99969, -43.37631029999999)",0.0
85.0,2.0,3.0,5400,"(-22.9840518, -43.221537899999994)",0.0
68.0,2.0,1.0,1800,"(-23.014923800000002, -43.407209)",0.0
45.0,1.0,2.0,600,"(-22.873085800000002, -43.5174089)",0.0
45.0,2.0,2.0,1700,"(-22.9827643, -43.1900836)",0.0
160.0,4.0,2.0,10500,"(-22.9832693, -43.204855)",0.0
430.0,1.0,4.0,12000,"(-22.9803652, -43.2139765)",0.0
83.0,3.0,2.0,1800,"(-23.004016800000002, -43.3247702)",0.0
70.0,2.0,2.0,1500,"(-22.9315642, -43.2425412)",0.0
130.0,2.0,2.0,3800,"(-22.968632999999997, -43.1873717)",0.0
67.0,,2.0,1600,"(-22.977708399999997, -43.4172388)",0.0
250.0,5.0,4.0,15000,"(-22.9865648, -43.2324401)",0.0
160.0,2.0,3.0,7000,"(-22.9766415, -43.188297)",0.0
86.0,2.0,2.0,5500,"(-22.983158399999997, -43.2050161)",0.0
58.0,1.0,2.0,1300,"(-22.9243928, -43.373984899999996)",0.0
200.0,4.0,4.0,13000,"(-22.9803652, -43.2139765)",0.0
100.0,1.0,3.0,2100,"(-22.9306672, -43.242268100000004)",0.0
75.0,2.0,2.0,1100,"(-22.925458499999998, -43.259318900000004)",0.0
50.0,2.0,2.0,1100,"(-22.8803759, -43.259833799999996)",0.0
66.0,1.0,2.0,1000,"(-22.9069987, -43.28477460000001)",0.0
270.0,2.0,4.0,5000,"(-22.9685405, -43.18852639999999)",0.0
80.0,3.0,3.0,1350,"(-22.900581, -43.2444066)",0.0
230.0,3.0,4.0,7000,"(-23.014923800000002, -43.407209)",0.0
60.0,1.0,2.0,2200,"(-30.0342118, -51.2393593)",0.0
67.0,1.0,2.0,900,"(-22.9094655, -43.2710218)",0.0
97.0,3.0,3.0,2700,"(-22.9354454, -43.243728999999995)",0.0
66.0,2.0,2.0,2200,"(-23.0000794, -43.4164657)",0.0
76.0,2.0,2.0,4000,"(-22.9839557, -43.202216299999996)",0.0
62.0,1.0,1.0,1300,"(-22.9241463, -43.26704960000001)",0.0
60.0,1.0,1.0,1800,"(-22.9240387, -43.234421399999995)",0.0
126.0,4.0,1.0,7000,"(-22.9860948, -43.2254539)",0.0
75.0,2.0,3.0,1400,"(-22.90050260000001, -43.2976489)",0.0
105.0,2.0,2.0,3600,"(-22.9533486, -43.189868)",0.0
90.0,3.0,2.0,1950,"(-22.9331142, -43.2444502)",0.0
84.0,3.0,2.0,1370,"(-22.929602499999998, -43.2320169)",0.0
65.0,2.0,2.0,890,"(-22.8996367, -43.295828)",0.0
70.0,1.0,3.0,910,"(-22.8508744, -43.317637100000006)",0.0
45.0,,1.0,1600,"(-22.9654545, -43.18084520000001)",0.0
50.0,1.0,2.0,1500,"(-22.901260999999998, -43.2647914)",0.0
53.0,2.0,2.0,1600,"(-22.969351, -43.4257664)",0.0
75.0,2.0,2.0,4300,"(-22.983158399999997, -43.2050161)",0.0
40.0,1.0,1.0,2800,"(-22.9847565, -43.19540679999999)",0.0
84.0,1.0,2.0,2802,"(-22.9375718, -43.3373098)",0.0
68.0,2.0,2.0,1600,"(-23.018515100000002, -43.4634021)",0.0
70.0,1.0,2.0,1000,"(-22.852422699999998, -43.269744)",0.0
45.0,,1.0,1400,"(-22.9654545, -43.18084520000001)",0.0
96.0,2.0,3.0,3500,"(-22.9757782, -43.373473)",0.0
74.0,,2.0,2100,"(-22.9997404, -43.3659929)",0.0
65.0,2.0,2.0,1200,"(-22.9159421, -43.23091270000001)",0.0
81.0,2.0,2.0,1200,"(-22.9149163, -43.346668)",1.0
60.0,1.0,2.0,1200,"(-22.8796755, -43.2508881)",1.0
79.0,3.0,2.0,2500,"(-27.5660564, -53.9719817)",0.0
95.0,3.0,3.0,4800,"(-22.9652222, -43.18237910000001)",0.0
85.0,2.0,3.0,2400,"(-22.9709611, -43.395351399999996)",0.0
70.0,2.0,2.0,1900,"(-22.9382421, -43.3327874)",0.0
70.0,1.0,2.0,1900,"(-22.922922800000002, -43.213657899999994)",1.0
166.0,,3.0,5000,"(-22.995434399999997, -43.25830379999999)",0.0
73.0,2.0,2.0,3000,"(-22.9859524, -43.1911156)",0.0
100.0,1.0,2.0,2100,"(-22.8142113, -43.1951416)",0.0
58.0,1.0,2.0,1000,"(-22.8378253, -43.2815905)",0.0
50.0,,2.0,1400,"(-22.9548472, -43.3765899)",0.0
120.0,4.0,3.0,2600,"(-23.014163800000002, -43.4585169)",0.0
70.0,2.0,2.0,600,"(-22.905984600000004, -43.2648174)",1.0
95.0,3.0,3.0,5500,"(-22.983158399999997, -43.2050161)",0.0
63.0,1.0,2.0,2000,"(-22.9997404, -43.3659929)",0.0
58.0,2.0,2.0,2000,"(-22.9183909, -43.3971464)",1.0
85.0,2.0,3.0,2200,"(-22.937735600000003, -43.3446284)",0.0
81.0,2.0,2.0,1150,"(-22.907383199999998, -43.2876155)",0.0
82.0,3.0,3.0,2300,"(-23.0185151, -43.4634021)",0.0
62.0,2.0,2.0,1700,"(-22.957320899999996, -43.3434716)",1.0
60.0,2.0,2.0,1650,"(-22.930592899999997, -43.2089309)",0.0
93.0,3.0,2.0,1800,"(-23.014163800000002, -43.4585169)",0.0
120.0,2.0,3.0,1900,"(-23.0147819, -43.4610052)",0.0
44.0,1.0,2.0,1300,"(-23.018515100000002, -43.4634021)",0.0
47.0,1.0,2.0,1500,"(-22.9665038, -43.371319299999996)",0.0
150.0,2.0,3.0,7500,"(-22.98459200000001, -43.2241076)",0.0
80.0,1.0,3.0,1200,"(-22.852662699999996, -43.2684128)",0.0
84.0,1.0,2.0,1200,"(-22.8923285, -43.2968314)",0.0
90.0,2.0,2.0,3700,"(-22.9631893, -43.2225979)",0.0
63.0,3.0,2.0,1400,"(-23.0063466, -43.4358159)",0.0
50.0,1.0,2.0,1300,"(-22.9408899, -43.3422564)",1.0
51.0,2.0,2.0,1100,"(-22.9026591, -43.29677570000001)",0.0
85.0,3.0,2.0,2000,"(-23.020743799999998, -43.4687696)",0.0
84.0,2.0,2.0,2200,"(-22.9195695, -43.23094570000001)",0.0
120.0,3.0,3.0,2200,"(-22.9181852, -43.2379129)",0.0
60.0,1.0,2.0,1200,"(-23.7074096, -47.42523189999999)",0.0
65.0,2.0,2.0,1700,"(-22.9681661, -43.3910094)",0.0
52.0,2.0,2.0,1250,"(-22.9665038, -43.371319299999996)",0.0
25.0,1.0,1.0,1100,"(-22.9827643, -43.1900836)",0.0
90.0,2.0,2.0,2700,"(-22.98682130000001, -43.3571161)",0.0
130.0,2.0,3.0,4500,"(-22.9821181, -43.2140392)",0.0
60.0,2.0,2.0,1200,"(-22.9074238, -43.2770935)",0.0
100.0,2.0,3.0,1800,"(-22.9172512, -43.217725099999996)",0.0
45.0,1.0,2.0,570,"(-22.8995282, -43.67939920000001)",0.0
120.0,3.0,2.0,2300,"(-23.0217033, -43.4559279)",0.0
50.0,1.0,2.0,1300,"(-22.9301996, -43.3938251)",0.0
130.0,3.0,2.0,4000,"(-22.9978724, -43.3470975)",0.0
90.0,,2.0,1600,"(-23.003173699999998, -43.4840149)",0.0
110.0,3.0,3.0,3200,"(-22.9685405, -43.18852639999999)",0.0
60.0,1.0,2.0,1200,"(-22.969351, -43.4257664)",0.0
90.0,2.0,2.0,2000,"(-23.0157923, -43.46176679999999)",0.0
70.0,2.0,2.0,1100,"(-22.8994389, -43.5672509)",0.0
109.0,2.0,3.0,1800,"(-22.8862251, -43.2789416)",0.0
90.0,2.0,2.0,1000,"(-22.9009367, -43.284310999999995)",0.0
60.0,2.0,1.0,1300,"(-22.9215236, -43.248205299999995)",0.0
60.0,2.0,2.0,1000,"(-22.902953, -43.5591295)",0.0
75.0,3.0,2.0,1600,"(-23.017635000000002, -43.453629)",0.0
50.0,1.0,1.0,1800,"(-22.961944, -43.1688829)",0.0
49.0,1.0,1.0,1900,"(-22.9827643, -43.1900836)",0.0
100.0,3.0,2.0,3900,"(-22.9877577, -43.2286995)",0.0
112.0,3.0,3.0,3000,"(-22.9373944, -43.177594)",0.0
92.0,,2.0,1000,"(-22.935018499999998, -43.3515126)",0.0
65.0,1.0,3.0,1000,"(-22.928988, -43.3534191)",1.0
84.0,2.0,2.0,2700,"(-22.9500463, -43.191054799999996)",0.0
35.0,1.0,1.0,1350,"(-22.9500463, -43.191054799999996)",0.0
79.0,,2.0,1400,"(-22.928988, -43.3534191)",1.0
70.0,,2.0,1800,"(-22.9217795, -43.182587700000006)",0.0
60.0,1.0,2.0,1000,"(-22.926644800000002, -43.38012979999999)",0.0
80.0,2.0,1.0,3500,"(-22.9393527, -43.1745967)",0.0
73.0,2.0,2.0,1700,"(-23.017635000000002, -43.453629)",0.0
70.0,2.0,2.0,1600,"(-22.9243928, -43.373984899999996)",0.0
81.0,3.0,2.0,2600,"(-23.0185151, -43.4634021)",0.0
80.0,3.0,3.0,1795,"(-23.018515100000002, -43.4634021)",0.0
72.0,2.0,3.0,2100,"(-22.9997404, -43.3659929)",0.0
100.0,1.0,2.0,2500,"(-22.9690461, -43.18946629999999)",0.0
50.0,2.0,2.0,1100,"(-22.9152219, -43.2472627)",0.0
70.0,2.0,2.0,1000,"(-22.8653891, -43.294969099999996)",0.0
64.0,2.0,2.0,1300,"(-22.93048030000001, -43.3555556)",0.0
80.0,2.0,3.0,1000,"(-22.9026425, -43.2817263)",0.0
46.0,1.0,1.0,1950,"(-22.933985999999997, -43.1760735)",0.0
55.0,2.0,2.0,1400,"(-22.9312854, -43.36198529999999)",0.0
85.0,1.0,2.0,1600,"(-22.9042905, -43.286152200000004)",0.0
166.0,3.0,4.0,4000,"(-22.995434399999997, -43.25830379999999)",0.0
85.0,2.0,3.0,1310,"(-12.8640352, -38.6313039734052)",0.0
50.0,2.0,2.0,850,"(-22.9070087, -43.30183140000001)",0.0
68.0,2.0,2.0,1250,"(-22.940716199999997, -43.3343039)",0.0
48.0,1.0,1.0,3250,"(-22.9339841, -43.1745744)",0.0
75.0,2.0,2.0,1500,"(-22.88953125, -43.358500405978525)",0.0
152.0,2.0,3.0,1500,"(-22.9044733, -43.2767277)",0.0
70.0,1.0,2.0,1500,"(-22.9344154, -43.2100703)",0.0
50.0,1.0,2.0,1300,"(-22.9042905, -43.286152200000004)",0.0
38.0,1.0,1.0,2000,"(-22.9847565, -43.19540679999999)",0.0
70.0,1.0,2.0,1200,"(-20.4640173, -54.61629470000001)",0.0
53.0,1.0,1.0,3200,"(-22.986895, -43.2275735)",0.0
60.0,2.0,2.0,1800,"(-22.9183909, -43.3971464)",1.0
66.0,1.0,2.0,1550,"(-22.936339899999997, -43.3330978)",0.0
32.0,1.0,1.0,1400,"(-22.9690461, -43.18946629999999)",0.0
50.0,2.0,2.0,850,"(-22.8930926, -43.31014129999999)",0.0
48.0,1.0,2.0,700,"(-22.9548472, -43.3765899)",0.0
